frame,frame_ms,eye_x,eye_y,eye_z,step_m,yaw_step_deg,visual_error_m,body_x,body_z
100,16.1600,0.95182,1.04083,2.07449,0.063333,0.75272,0.00000,0.97540,2.10687
101,16.6870,0.98911,1.04083,2.12568,0.063333,0.75000,0.00000,1.01269,2.15807
102,16.6380,1.02639,1.04083,2.17688,0.063334,0.75000,0.00000,1.04998,2.20926
103,18.5540,1.06368,1.04083,2.22807,0.063334,0.75000,0.00000,1.08727,2.26045
104,15.2670,1.10097,1.04083,2.27926,0.063333,0.75000,0.00000,1.12456,2.31164
105,16.2490,1.13826,1.04083,2.33045,0.063333,0.75000,0.00000,1.16184,2.36284
106,16.6480,1.17555,1.04083,2.38165,0.063334,0.75000,0.00000,1.19913,2.41403
107,16.6460,1.21283,1.04083,2.43284,0.063334,0.75000,0.00000,1.23642,2.46522
108,16.6470,1.25012,1.04083,2.48403,0.063333,0.75000,0.00000,1.27371,2.51642
109,16.8570,1.28741,1.04083,2.53523,0.063333,0.75000,0.00000,1.31100,2.56761
110,16.5350,1.32470,1.04083,2.58642,0.063333,0.75000,0.00000,1.34828,2.61880
111,510.4580,1.64659,1.04083,3.02835,0.546729,0.75000,0.00000,1.64659,3.02835
112,8.1520,1.71033,1.04083,3.11990,0.111557,6.47443,0.00000,1.73679,3.16026
113,1.1450,1.71568,1.04083,3.12806,0.009757,1.50000,0.00000,1.73679,3.16026
114,531.8000,1.83291,1.04083,3.33564,0.238398,0.15163,0.00000,1.83315,3.33563
115,10.0490,1.84082,1.04083,3.32499,0.013269,6.57186,0.00000,1.84635,3.31470
116,6.7590,1.84635,1.04083,3.31470,0.011680,0.89537,0.00000,1.85287,3.29945
117,16.5240,1.85287,1.04083,3.29946,0.016581,0.63113,0.00000,1.85934,3.28140
118,16.9120,1.86095,1.04083,3.27620,0.024614,0.75001,0.00000,1.86577,3.26063
119,16.3650,1.86864,1.04083,3.25010,0.027211,0.93749,0.00000,1.87215,3.23723
120,17.3270,1.87509,1.04083,3.22517,0.025752,0.90000,0.00000,1.87850,3.21124
121,16.1880,1.88140,1.04083,3.19806,0.027835,0.76041,0.00000,1.88480,3.18267
122,16.5380,1.88769,1.04083,3.16834,0.030377,0.74804,0.00000,1.89107,3.15156
123,16.8020,1.89395,1.04083,3.13601,0.032930,0.74957,0.00000,1.89731,3.11792
124,16.7420,1.90023,1.04083,3.10092,0.035650,0.75110,0.00000,1.90352,3.08175
125,17.1380,1.90642,1.04083,3.06360,0.037828,0.75581,0.00000,1.90970,3.04306
126,16.6810,1.91260,1.04083,3.02367,0.040406,0.74930,0.00000,1.91586,3.00185
127,18.0460,1.91873,1.04083,2.98141,0.042700,0.75114,0.00000,1.92199,2.95814
128,14.7490,1.92485,1.04083,2.93653,0.045300,0.74786,0.00000,1.92811,2.91193
129,16.5720,1.93096,1.04083,2.88914,0.047781,0.75000,0.00000,1.93421,2.86320
130,16.8140,1.93705,1.04083,2.83925,0.050263,0.75000,0.00000,1.94029,2.81198
131,16.6530,1.94313,1.04083,2.78686,0.052746,0.75000,0.00000,1.94636,2.75825
132,16.7170,1.94920,1.04083,2.73196,0.055230,0.75000,0.00000,1.95242,2.70202
133,16.4490,1.95519,1.04083,2.67521,0.057063,0.75001,0.00000,1.95848,2.64330
134,17.4620,1.96124,1.04083,2.61534,0.060175,0.74171,0.00000,1.96453,2.58207
135,16.4440,1.96729,1.04083,2.55328,0.062351,0.74999,0.00000,1.97057,2.51903
136,17.9370,1.97334,1.04083,2.49024,0.063333,0.75002,0.00000,1.97662,2.45598
137,16.4620,1.97938,1.04083,2.42720,0.063333,0.74999,0.00000,1.98267,2.39294
138,16.8530,1.98543,1.04083,2.36415,0.063333,0.74999,0.00000,1.98872,2.32989
139,16.7550,1.99148,1.04083,2.30111,0.063334,0.75002,0.00000,1.99476,2.26685
140,18.5100,1.99753,1.04083,2.23807,0.063333,0.74999,0.00000,2.00081,2.20381
141,14.2280,2.00357,1.04083,2.17502,0.063333,0.75000,0.00000,2.00686,2.14076
142,16.5970,2.00962,1.04083,2.11198,0.063334,0.74999,0.00000,2.01291,2.07772
143,16.5480,2.01567,1.04083,2.04893,0.063333,0.74999,0.00000,2.01896,2.01467
144,16.9120,2.02172,1.04083,1.98589,0.063333,0.75002,0.00000,2.02500,1.95163
145,16.3730,2.02776,1.04083,1.92285,0.063333,0.75000,0.00000,2.03105,1.88859
146,17.2770,2.03381,1.04083,1.85980,0.063333,0.74999,0.00000,2.03710,1.82554
147,17.0500,2.03986,1.04083,1.79676,0.063333,0.75000,0.00000,2.04315,1.76250
148,16.4830,2.04591,1.04083,1.73371,0.063334,0.74999,0.00000,2.04919,1.69945
149,16.8460,2.05196,1.04083,1.67067,0.063333,0.75001,0.00000,2.05524,1.63641
150,16.7210,2.05800,1.04083,1.60763,0.063333,0.75000,0.00000,2.06129,1.57337
151,16.6150,2.06405,1.04083,1.54458,0.063334,0.74999,0.00000,2.06734,1.51032
152,16.4450,2.07010,1.04083,1.48154,0.063333,0.75000,0.00000,2.07339,1.44728
153,21.6410,2.07615,1.04083,1.41849,0.063334,0.75000,0.00000,2.07943,1.38423
154,11.8620,2.08219,1.04083,1.35545,0.063333,0.75000,0.00000,2.08548,1.32119
155,16.3960,2.08824,1.04083,1.29241,0.063333,0.75000,0.00000,2.09153,1.25815
156,16.5360,2.09429,1.04083,1.22936,0.063333,0.75000,0.00000,2.09758,1.19510
157,16.8160,2.10034,1.04083,1.16632,0.063333,0.75000,0.00000,2.10362,1.13206
158,16.5530,2.10639,1.04083,1.10327,0.063334,0.75000,0.00000,2.10967,1.06902
159,16.4090,2.11243,1.04083,1.04023,0.063333,0.75002,0.00000,2.11572,1.00597
160,17.3840,2.11848,1.04083,0.97719,0.063333,0.75000,0.00000,2.12177,0.94293
161,16.7720,2.12453,1.04083,0.91414,0.063334,0.75000,0.00000,2.12781,0.87988
162,16.3620,2.13058,1.04083,0.85110,0.063333,0.75000,0.00000,2.13386,0.81684
163,16.8270,2.13662,1.04083,0.78805,0.063333,0.75000,0.00000,2.13991,0.75380
164,16.7090,2.14267,1.04083,0.72501,0.063334,0.75000,0.00000,2.14596,0.69075
165,16.4490,2.14872,1.04083,0.66197,0.063333,0.75000,0.00000,2.15201,0.62771
166,22.0160,2.15477,1.04083,0.59892,0.063334,0.74998,0.00000,2.15805,0.56466
167,11.6400,2.16081,1.04083,0.53588,0.063333,0.75000,0.00000,2.16410,0.50162
168,16.6810,2.16686,1.04083,0.47283,0.063333,0.75000,0.00000,2.17015,0.43858
169,16.5450,2.17291,1.04083,0.40979,0.063333,0.75000,0.00000,2.17620,0.37553
170,16.8040,2.17896,1.04083,0.34675,0.063333,0.75000,0.00000,2.18224,0.31249
171,16.4390,2.18500,1.04083,0.28370,0.063333,0.75000,0.00000,2.18829,0.24944
172,16.7430,2.19105,1.04083,0.22066,0.063333,0.75000,0.00000,2.19434,0.18640
173,16.9190,2.19710,1.04083,0.15762,0.063333,0.75000,0.00000,2.20039,0.12336
174,16.6420,2.20315,1.04083,0.09457,0.063333,0.75002,0.00000,2.20643,0.06031
175,17.0690,2.20920,1.04083,0.03153,0.063333,0.75000,0.00000,2.21248,-0.00273
176,16.4000,2.21524,1.04083,-0.03152,0.063333,0.75000,0.00000,2.21853,-0.06578
177,16.7080,2.22129,1.04083,-0.09456,0.063333,0.75000,0.00000,2.22458,-0.12882
178,16.5540,2.22734,1.04083,-0.15760,0.063333,0.75000,0.00000,2.23062,-0.19186
179,22.1360,2.23339,1.04083,-0.22065,0.063333,0.75000,0.00000,2.23667,-0.25491
180,11.1920,2.23943,1.04083,-0.28369,0.063333,0.75000,0.00000,2.24272,-0.31795
181,16.6810,2.24548,1.04083,-0.34674,0.063333,0.74998,0.00000,2.24877,-0.38100
182,16.8890,2.25153,1.04083,-0.40978,0.063333,0.75000,0.00000,2.25481,-0.44404
183,16.4340,2.25758,1.04083,-0.47282,0.063333,0.75000,0.00000,2.26086,-0.50708
184,16.8500,2.26362,1.04083,-0.53587,0.063334,0.75000,0.00000,2.26691,-0.57013
185,17.3930,2.26967,1.04083,-0.59891,0.063333,0.75000,0.00000,2.27296,-0.63317
186,16.5510,2.27572,1.04083,-0.66196,0.063333,0.75000,0.00000,2.27901,-0.69622
187,16.5980,2.28177,1.04083,-0.72500,0.063333,0.75000,0.00000,2.28505,-0.75926
188,16.6670,2.28781,1.04083,-0.78804,0.063334,0.75000,0.00000,2.29110,-0.82230
189,16.7110,2.29386,1.04083,-0.85109,0.063333,0.75002,0.00000,2.29715,-0.88535
190,16.5950,2.29991,1.04083,-0.91413,0.063333,0.75000,0.00000,2.30320,-0.94839
191,16.2510,2.30596,1.04083,-0.97718,0.063333,0.75000,0.00000,2.30924,-1.01144
192,21.7250,2.31200,1.04083,-1.04022,0.063333,0.75000,0.00000,2.31529,-1.07448
193,11.5790,2.31805,1.04083,-1.10326,0.063333,0.75000,0.00000,2.32134,-1.13752
194,16.9050,2.32410,1.04083,-1.16631,0.063334,0.75000,0.00000,2.32739,-1.20057
195,16.4460,2.33015,1.04083,-1.22935,0.063333,0.75000,0.00000,2.33343,-1.26361
196,17.0110,2.33619,1.04083,-1.29240,0.063333,0.74998,0.00000,2.33948,-1.32665
197,16.8480,2.34224,1.04083,-1.35544,0.063333,0.75000,0.00000,2.34553,-1.38970
198,16.9720,2.34829,1.04083,-1.41848,0.063334,0.75000,0.00000,2.35158,-1.45274
199,16.4880,2.35434,1.04083,-1.48153,0.063333,0.75000,0.00000,2.35762,-1.51579
200,16.6860,2.35874,1.04083,-1.54292,0.061552,0.75000,0.00000,2.36006,-1.57522
201,16.3830,2.36006,1.04083,-1.60071,0.057799,0.75000,0.00000,2.36006,-1.63104
202,16.6750,2.36006,1.04083,-1.65488,0.054173,0.75000,0.00000,2.36006,-1.68325
203,16.7880,2.36006,1.04083,-1.70544,0.050562,0.75000,0.00000,2.36006,-1.73185
204,16.2920,2.36006,1.04083,-1.75239,0.046951,0.75002,0.00000,2.36006,-1.77684
205,18.4770,2.36006,1.04083,-1.79573,0.043339,0.75000,0.00000,2.36006,-1.81822
206,14.7400,2.36006,1.04083,-1.83546,0.039729,0.75000,0.00000,2.36006,-1.85598
207,16.4450,2.36006,1.04083,-1.87158,0.036117,0.75000,0.00000,2.36006,-1.89014
208,17.0850,2.36006,1.04083,-1.90408,0.032506,0.75000,0.00000,2.36006,-1.92068
209,16.5810,2.36006,1.04083,-1.93298,0.028895,0.75000,0.00000,2.36006,-1.94761
210,16.9550,2.36006,1.04083,-1.95826,0.025284,0.75000,0.00000,2.36006,-1.97094
211,16.2870,2.36006,1.04083,-1.97994,0.021673,0.74998,0.00000,2.36006,-1.99065
212,16.8480,2.36071,1.04083,-1.99533,0.015412,0.75000,0.00000,2.36149,-2.00091
213,16.3230,2.36214,1.04083,-2.00129,0.006121,0.75000,0.00000,2.36291,-2.00173
214,16.9500,2.36355,1.04083,-2.00097,0.001444,0.75000,0.00000,2.36431,-2.00006
215,16.8480,2.36494,1.04083,-1.99815,0.003145,0.75000,0.00000,2.36569,-1.99588
216,16.6820,2.36632,1.04083,-1.99283,0.005496,0.75000,0.00000,2.36706,-1.98920
217,16.3950,2.36768,1.04083,-1.98496,0.007990,0.75000,0.00000,2.36842,-1.97991
218,22.6500,2.36904,1.04083,-1.97450,0.010545,0.75000,0.00000,2.36977,-1.96806
219,10.7060,2.37038,1.04083,-1.96150,0.013069,0.75002,0.00000,2.37111,-1.95369
220,16.7510,2.37171,1.04083,-1.94598,0.015581,0.75000,0.00000,2.37244,-1.93680
221,16.6480,2.37304,1.04083,-1.92794,0.018088,0.74998,0.00000,2.37375,-1.91739
222,16.8070,2.37435,1.04083,-1.90739,0.020591,0.75002,0.00000,2.37506,-1.89548
223,16.4760,2.37565,1.04083,-1.88433,0.023093,0.74998,0.00000,2.37636,-1.87106
224,16.9360,2.37694,1.04083,-1.85877,0.025593,0.75002,0.00000,2.37765,-1.84414
225,16.2760,2.37823,1.04083,-1.83071,0.028093,0.74998,0.00000,2.37893,-1.81472
226,17.0520,2.37951,1.04083,-1.80014,0.030593,0.75000,0.00000,2.38020,-1.78279
227,16.5860,2.38078,1.04083,-1.76707,0.033092,0.75002,0.00000,2.38147,-1.74836
228,16.7670,2.38205,1.04083,-1.73150,0.035591,0.74998,0.00000,2.38273,-1.71144
229,16.3950,2.38331,1.04083,-1.69343,0.038090,0.75002,0.00000,2.38399,-1.67201
230,17.0340,2.38456,1.04083,-1.65286,0.040590,0.74998,0.00000,2.38524,-1.63008
231,18.1430,2.38581,1.04083,-1.60979,0.043089,0.75002,0.00000,2.38649,-1.58565
232,15.0400,2.38705,1.04083,-1.56422,0.045588,0.74998,0.00000,2.38773,-1.53872
233,16.6890,2.38829,1.04083,-1.51615,0.048087,0.75002,0.00000,2.38897,-1.48929
234,16.5950,2.38953,1.04083,-1.46558,0.050587,0.74998,0.00000,2.39020,-1.43736
235,16.6330,2.39077,1.04083,-1.41251,0.053086,0.75002,0.00000,2.39144,-1.38293
236,16.8650,2.39200,1.04083,-1.35694,0.055585,0.74998,0.00000,2.39267,-1.32600
237,16.1760,2.39323,1.04083,-1.29886,0.058085,0.75002,0.00000,2.39390,-1.26657
238,17.2480,2.39446,1.04083,-1.23829,0.060584,0.74998,0.00000,2.39513,-1.20464
239,16.3290,2.39569,1.04083,-1.17573,0.062577,0.75002,0.00000,2.39635,-1.14132
240,16.8060,2.39692,1.04083,-1.11241,0.063333,0.74998,0.00000,2.39758,-1.07800
241,16.7150,2.39814,1.04083,-1.04909,0.063333,0.75000,0.00000,2.39881,-1.01468
242,16.7110,2.39937,1.04083,-0.98576,0.063333,0.75002,0.00000,2.40004,-0.95135
243,16.3550,2.40060,1.04083,-0.92244,0.063333,0.74998,0.00000,2.40127,-0.88803
244,22.0030,2.40183,1.04083,-0.85912,0.063333,0.75002,0.00000,2.40250,-0.82471
245,12.2580,2.40306,1.04083,-0.79580,0.063333,0.74998,0.00000,2.40373,-0.76139
246,16.4210,2.40429,1.04083,-0.73248,0.063333,0.75002,0.00000,2.40496,-0.69807
247,16.3260,2.40552,1.04083,-0.66916,0.063334,0.74998,0.00000,2.40619,-0.63475
248,16.6280,2.40675,1.04083,-0.60584,0.063333,0.75002,0.00000,2.40741,-0.57143
249,16.4150,2.40798,1.04083,-0.54251,0.063333,0.74998,0.00000,2.40864,-0.50810
250,16.8570,2.40920,1.04083,-0.47919,0.063333,0.75002,0.00000,2.40987,-0.44478
251,17.2100,2.41043,1.04083,-0.41587,0.063333,0.74998,0.00000,2.41110,-0.38146
252,16.9650,2.41166,1.04083,-0.35255,0.063333,0.75002,0.00000,2.41233,-0.31814
253,16.4780,2.41289,1.04083,-0.28923,0.063333,0.74998,0.00000,2.41356,-0.25482
254,16.7120,2.41412,1.04083,-0.22591,0.063333,0.75002,0.00000,2.41479,-0.19150
255,16.5770,2.41535,1.04083,-0.16259,0.063333,0.74998,0.00000,2.41602,-0.12818
256,16.6930,2.41658,1.04083,-0.09926,0.063333,0.75000,0.00000,2.41724,-0.06485
257,18.3790,2.41780,1.04083,-0.03594,0.063333,0.75002,0.00000,2.41847,-0.00153
258,14.8800,2.41903,1.04083,0.02738,0.063333,0.74998,0.00000,2.41970,0.06179
259,16.9090,2.42026,1.04083,0.09070,0.063333,0.75003,0.00000,2.42093,0.12511
260,16.4880,2.42149,1.04083,0.15402,0.063333,0.74997,0.00000,2.42216,0.18843
261,16.6870,2.42272,1.04083,0.21734,0.063333,0.75002,0.00000,2.42339,0.25175
262,17.1970,2.42395,1.04083,0.28066,0.063333,0.74998,0.00000,2.42462,0.31507
263,16.1630,2.42518,1.04083,0.34399,0.063333,0.75002,0.00000,2.42585,0.37840
264,16.6080,2.42641,1.04083,0.40731,0.063333,0.74998,0.00000,2.42707,0.44172
265,16.8280,2.42764,1.04083,0.47063,0.063334,0.75002,0.00000,2.42830,0.50504
266,16.5810,2.42886,1.04083,0.53395,0.063333,0.74998,0.00000,2.42953,0.56836
267,16.5750,2.43009,1.04083,0.59727,0.063333,0.75002,0.00000,2.43076,0.63168
268,17.0090,2.43132,1.04083,0.66059,0.063333,0.74998,0.00000,2.43199,0.69500
