frame,frame_ms,eye_x,eye_y,eye_z,step_m,yaw_step_deg,visual_error_m,body_x,body_z
84,1.0890,-2.28677,1.10248,-2.28677,0.000000,0.06250,0.00000,-2.28677,-2.28677
85,1.0780,-2.28677,1.10248,-2.28677,0.000000,0.05676,0.00000,-2.28677,-2.28677
86,1.0950,-2.28677,1.10248,-2.28677,0.000000,0.04864,0.00000,-2.28677,-2.28677
87,1.0830,-2.28677,1.10248,-2.28677,0.000000,0.04910,0.00000,-2.28677,-2.28677
88,1.0910,-2.28677,1.10248,-2.28677,0.000000,0.04887,0.00000,-2.28677,-2.28677
89,1.0810,-2.28677,1.10248,-2.28677,0.000000,0.04896,0.00000,-2.28677,-2.28677
90,1.1080,-2.28677,1.10248,-2.28677,0.000000,0.04883,0.00000,-2.28677,-2.28677
91,1.0740,-2.28677,1.10248,-2.28677,0.000000,0.04959,0.00000,-2.28677,-2.28677
92,1.0920,-2.28677,1.10248,-2.28677,0.000000,0.04860,0.00000,-2.28677,-2.28677
93,19.4430,-2.25822,1.04083,-2.25822,0.073691,0.04900,0.00000,-2.25822,-2.25822
94,0.7860,-2.25822,1.04083,-2.25822,0.000000,0.04887,0.00000,-2.25822,-2.25822
95,0.5360,-2.25822,1.04083,-2.25822,0.000000,0.48607,0.00000,-2.25822,-2.25822
96,0.8110,-2.25822,1.04083,-2.25822,0.000000,0.06250,0.00000,-2.25822,-2.25822
97,1.0840,-2.25822,1.04083,-2.25822,0.000000,0.06250,0.00000,-2.25822,-2.25822
98,1.0890,-2.25822,1.04083,-2.25822,0.000000,0.06250,0.00000,-2.25822,-2.25822
99,4.2160,-2.22710,1.04083,-2.22710,0.044017,0.04570,0.00000,-2.22710,-2.22710
100,0.5430,-2.22710,1.04083,-2.22710,0.000000,0.00611,0.00000,-2.22710,-2.22710
101,0.5760,-2.22710,1.04083,-2.22710,0.000000,0.13364,0.00000,-2.22710,-2.22710
102,0.7970,-2.22710,1.04083,-2.22710,0.000000,0.06250,0.00000,-2.22710,-2.22710
103,1.0830,-2.22710,1.04083,-2.22710,0.000000,0.06250,0.00000,-2.22710,-2.22710
104,1.0780,-2.22710,1.04083,-2.22710,0.000000,0.06250,0.00000,-2.22710,-2.22710
105,1.0890,-2.22710,1.04083,-2.22710,0.000000,0.06250,0.00000,-2.22710,-2.22710
106,3.7960,-2.19339,1.04083,-2.19339,0.047664,0.06250,0.00000,-2.19339,-2.19339
107,0.5430,-2.19339,1.04083,-2.19339,0.000000,0.29775,0.00000,-2.19339,-2.19339
108,0.5920,-2.19339,1.04083,-2.19339,0.000000,0.06250,0.00000,-2.19339,-2.19339
109,0.8090,-2.19339,1.04083,-2.19339,0.000000,0.06250,0.00000,-2.19339,-2.19339
110,1.0740,-2.19339,1.04083,-2.19339,0.000000,0.06250,0.00000,-2.19339,-2.19339
111,1.0840,-2.19339,1.04083,-2.19339,0.000000,0.06250,0.00000,-2.19339,-2.19339
112,1.0920,-2.19339,1.04083,-2.19339,0.000000,0.06250,0.00000,-2.19339,-2.19339
113,1.0780,-2.19339,1.04083,-2.19339,0.000000,0.06250,0.00000,-2.19339,-2.19339
114,1.0990,-2.19339,1.04083,-2.19339,0.000000,0.05094,0.00000,-2.19339,-2.19339
115,1.0890,-2.19339,1.04083,-2.19339,0.000000,0.04932,0.00000,-2.19339,-2.19339
